cell_line,bias,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
A673,0.003167490226342875,-0.07499918321656963,0.19063113291019185,0.016846383866156663,0.21563595102411084,0.0319944158490874,-0.008422797327560532,-0.03997499616563577,0.022071245861963754,0.11979041698247057,0.11298365065154667,0.06694003155074646,-0.07668124082147426,0.03858662939222997,0.1445392663696848,0.13195380234676937,-0.00514846377786981,0.05520337719247389,0.09502468207534924,-0.2300010800423715,0.017515439582320408,-0.020905760827355922,-0.09316555659265038,0.049455362473742305,0.044624487750842545,-0.09503754867360822,-0.11117093360367572,0.05615136965854811,0.1422691572759428,-0.03597596879728108,0.19679671197962845,-0.0748775735443998,0.04385743482720468
A673STAG2KO16,-0.012241181374633904,0.16790350589136743,0.08319660977378678,0.03032148569227341,0.1489170306997279,0.02636724486143122,-0.03433955109492734,0.03946280813364145,-0.05035768504009387,-0.010431995362259291,-0.031637614700812416,-0.038295731921072135,0.048048884001846454,0.010307663521729639,0.010971090083726138,0.10584593234772767,-0.07146735351131107,-0.0547481069800978,0.009842655156483504,-0.11201614742981542,0.14077188538723096,0.08714641197628516,-0.028067223797281538,0.14379205240184859,0.08769499516390733,-0.07456788776436958,0.06672050648263556,-0.19101179335627844,0.028528148244543552,0.08729821473292163,0.03613676178037445,0.0006605067783596067,0.03511095716292068
A673STAG2KO45,-0.00806335232761389,0.22444487101595473,0.10973447523492266,0.03338410162690537,0.11173006121845948,-0.017052354511816494,-0.040138360392226215,0.0012118438780294783,-0.026572483846780074,-0.0177879596714959,0.02724361059536874,-0.035684673091911284,0.011204629507339638,0.002242684187368863,-0.021236485059452904,0.11205081781247854,-0.05280073251103314,-0.08484464108745521,-0.020154327014295436,-0.03693423277206148,0.12805818771290794,0.07957994381334431,-0.04584111664906484,0.10482041102114405,0.013847364095163154,-0.02745770534596711,0.07026182161285,-0.1686106360194765,0.04783507543154976,0.02001111003678767,0.06378598066014465,0.010490828776489753,-0.014535893561698186
A673STAG2NT14,-0.007521818583775755,0.12610270390903988,0.008711075965382283,0.010458171208193203,0.11977179050711421,-0.048674244297110016,-0.07718883377574341,0.03625206516638913,-0.05671946486976382,-0.05054008277228951,-0.017202521501117896,-0.01669032008556945,0.03436275120653169,0.015035756139922406,-0.04351418230552642,0.07262316466642214,-0.0819822259651103,-0.02259908077325003,-0.023989369924411624,-0.06605662917387921,0.1346540504412514,-0.01369578168606938,-0.015769472353385147,-0.008842884839902813,0.002471738554702405,-0.039216624926812375,-0.049826150042758095,-0.24381497027439092,0.0247575369975801,-0.03432049278900945,0.10468142876020757,-0.062490700738388284,-0.02660942521342513
A673STAG2NT23,-0.012606632284530826,0.1503319278995512,0.03034620044372226,0.05425345072747658,0.17285989515447986,-0.05419175974008645,-0.07378226057599105,-0.011279977867545716,-0.037608605129014185,-0.05669281042310601,0.035329796135947986,-0.08195179205471326,0.03147791552511072,-0.02649613931705329,0.09062981140821719,0.1463729344039384,-0.02822103184025154,-0.073207689666208,-0.014781500625461505,-0.04553020035577311,0.03761777332173974,0.05230147820984707,0.021326468808692812,0.07429297932413616,0.12010326844543191,-0.03287152661589877,-0.06748916508603371,-0.13055389398150566,0.12600620442336985,-0.0348365354542586,0.053181489319970736,-0.14006273004230987,0.06715436334637677
A704,0.01773448961767631,-0.5771671385855563,-0.2762717101534077,-0.05128502718301092,0.210624289999525,-0.10001017624799036,-0.0372338539624499,0.06948976155118496,0.29922949480684324,-0.2835217501842188,0.08763261294467373,0.09291201168085066,-0.1351041964145656,-0.0807610503283773,0.10901823353367736,0.2657427271949789,0.20924127788354,-0.2694024282926448,-0.06337637797391367,0.12496286906188056,0.13498913006696212,0.02172962686780059,0.04329736198197293,-0.01518766559416425,-0.2856124891806869,-0.06389044787322226,0.08448618708638848,0.0946450378948862,-0.1511757509989556,0.07561547878953681,0.15389273743628706,-0.13255719855088274,0.05459930557098672
ABC1,-0.002639340400702099,-0.11116651744241762,-0.0033885020588222217,-0.00651662870743836,0.12308261708993641,0.0076192329280749815,0.13688845904627037,-0.012486907918136081,-0.05732023827912,0.08004155936967043,0.1139779652547926,-0.07821661672030233,0.10405550320647447,-0.05798948871035181,-0.048742012900403996,-0.13524633702490482,0.13121404983512108,-0.013936102271791454,0.13870257586593848,0.013715839249175554,0.03712920733255974,-0.025806727070431898,-0.0442913097666355,0.059779973017513637,0.0689519091734768,0.03085317529273744,-0.022673162720418086,-0.1506560724425931,0.14084538985957717,-0.0980115598569653,0.08573696817114605,0.04735916838937582,-0.10902537364140184
ACCMESO1,0.00546532199223345,-0.17958262853724738,-0.07845094138419308,-0.08616284142456546,0.09500513596610671,0.06472456119577993,0.16888265628868626,-0.064532581929263,-0.021561698287629955,0.05139668989260467,-0.07240565356578113,0.054097652799608466,0.10406032209932771,0.011976469226493699,-0.05673435694087027,0.07634451520692899,-0.0057476784599313074,0.08093234332925667,0.031369090632809606,-0.02277533475138942,-0.022152528685656835,-0.002103959150508194,0.00910127530736071,-0.01915131240860525,-0.160654769941147,-0.11555345804566482,-0.0523068330752397,-0.12822702405217346,-0.11226986530874002,0.09173742459706652,-0.029946402251058706,0.04675367567227353,-0.02560831790958832
ACHN,-0.0031654224867418037,0.28529322834970894,-0.06411751496184347,-0.07748515202964243,-0.09904024125434897,0.02205774033643152,-0.052047163184589115,-0.09793354526012574,0.15655371012627425,-0.062125738090065226,-0.11734565421725217,0.16101949201820878,-0.1948893297001277,-0.06713242237790919,-0.021346305181919538,0.15984737309146232,0.02095987280500295,-0.084558126482583,-0.01913302951901529,0.097842980450068,-0.046507591681650744,-0.008899029828250435,0.09271694403587741,-0.25714160309471223,0.03859848164202879,0.03726421861358338,0.022853586258621956,-0.10212650457508406,0.059352945055298964,0.07379988922363916,0.14752762398042585,0.03945182847284191,-0.0607973731767136
AGS,-0.003431979998939406,0.07310461778271,-0.004271992660037485,0.00027085000757747705,-0.3841970414525105,0.18640003595062388,0.047928900758071616,-0.03697637089066858,-0.08638813547350672,0.03665878276270157,-0.1480605211977889,-0.014413150894819763,0.07547450681708896,0.023075171050973925,-0.1011721347737767,-0.023888048919478017,-0.14331341770606473,0.0025673879327149994,-0.06401679362662191,-0.06155828660406904,0.0008192827181983108,0.03349227202417872,-0.06062867431070376,-0.007224876874221863,-0.08900957755081547,-0.13259233760688455,-0.11600630424024191,-0.08904862212191839,-0.11768343636771328,-0.1496328131575845,0.0925463742571777,-0.16187008274568568,-0.15304766722808072
AM38,-0.01224131647466619,0.06400538064102315,0.5193005138848698,-2.7160814513163816,-0.2926303981692899,-0.0226753497101016,-0.3059290259960863,0.2018121239680105,-0.16693365481020925,0.017840354141650194,0.01989291179335672,-0.2558204187754972,-0.0011214957938773013,0.23414749885730698,-0.0652555611697551,0.006135212378940944,0.19612878325830072,-0.027810363084421114,0.07402042542488678,-0.052528725269999896,-0.09164930725228869,0.10134243299925676,-0.020821316288910173,-0.00528439052335681,0.034966157534440406,0.015246519137313435,0.00986068970972865,0.02783251032988228,-0.058047189387721874,-0.0177688795109348,0.00812849440669733,-0.028113550869234758,0.023005459063278458
AN3CA,-0.022816228338559622,0.3051170413755697,0.20727195335844786,-0.0026610608598439185,-0.04007319172739301,0.009536312455911227,0.1508193178901435,-0.10962586739537884,-0.13840056308180146,0.23530035442294012,-0.04412811434934212,-0.03373931792043742,0.08178410311001742,-0.03895057234834925,0.038456077714266755,-0.11970765452538547,-0.03612886409577865,0.00470542800936953,0.018810427801512458,-0.08228366409713671,0.06774664320965348,-0.03950890204209169,-0.16379065413631888,-0.05858988521640258,-0.12714607517137033,0.04654982376477534,0.0039749395622183745,0.1186795540999758,0.12273064709199295,-0.17108429637025424,-0.07619790202470846,-0.1069726867885291,0.04643775967272381
ASPC1,-0.019409288725793852,0.14807429435533156,-0.2997109523257645,-0.03919775002316314,-0.11703572536945044,-0.07547718885623475,-0.14789125750480786,-0.10051910707881144,0.11817501054513448,-0.12633769303258438,0.0031352221495127746,-0.040660600237428526,0.074867335458843,0.07788573716354266,0.29659575686576084,-0.01086870819747502,-0.08382072635473205,0.2843253773046059,-0.04319849953968143,-0.19589085608376527,0.2814507755730897,-0.051628467909535396,-0.10824266252109473,-0.16276519320243066,0.046464626582085514,-0.05744809160028102,-0.1113778103900703,0.03816693559690775,-0.1663070928741325,0.11437637927446076,0.012054908330190949,0.12410835892085835,0.02527405230438811
BC3C,0.004230982240886835,0.047322502461592975,-0.0615390623982011,-0.13076621329507956,-0.06061248175056308,-0.11657485033848579,0.07376884874860737,0.11418515389232253,0.022557709633647324,0.013204515779018504,-0.10220647977404994,-0.04429116411316753,-0.1126153616654684,0.007986611225359316,-0.024801145665778568,-0.19747338728651692,-0.11040593746088805,0.1286203935293035,-0.20978333262284782,-0.06915182570464826,0.1327780381819846,0.20611896022507026,0.10882891381948379,-0.12526765079857669,0.04752589547251809,0.06322302507406932,0.16444078420376373,0.027736799330392404,0.060734787480049325,0.0661828080515604,-0.025991371244154255,0.0024921643585940375,-0.09751211961633528
BCPAP,-0.007521600172855814,0.40703348407925205,-0.08243698715004771,-0.04619042230955361,0.25072091223976156,0.07462212904459989,0.03276005294312993,-0.1461806984038371,-0.12250157525542306,-0.08211463545476219,0.010022908016661313,-0.12617470501810188,-0.009994403353687393,0.04404845645615218,0.023458488281122458,0.30708805707403614,-0.29391234608419553,-0.022176926602628783,0.0565045821908998,-0.03935666683744673,0.006860286928940051,0.06236557076338786,-0.00583126340359304,0.04164258575812471,0.031831953405460967,0.020737790521676083,-0.020086655317097857,-0.08213905192759521,-0.08760793798352481,0.01654358964750675,-0.09347376180253245,0.1160883226729596,-0.09495986584656375
BECKER,-0.00669582657564732,0.1252646138255027,-0.12202842477465135,-0.052359924574416586,0.12193712779609893,-0.029944570646785428,0.09047350264382815,0.25760461665128176,-0.07320410117170714,-0.06979353793702725,-0.037848137563807886,-0.2500351619588585,0.13749999607776425,-0.08864757786883137,-0.11297418785020279,-0.09664098775945865,0.07185433733795397,-0.016818215271328478,0.0012910588440569859,-0.12539593754298733,0.02240054278800448,0.09604580104031012,-0.04259204016117012,-0.06969545898981204,-0.013521181176328077,0.004129612537296832,0.009846352569012716,0.009760258777742531,-0.040212788606606764,0.02995521848508473,0.06934803426632276,-0.09751630942837165,0.032630400521696426
BEN,-0.007294657774354923,-0.010932330751619482,-0.0027846130644703045,-0.10623916797333795,0.10741230102866038,0.05740739833034245,0.1406120162781052,0.009148326490973751,0.1860910035323841,-0.16597456948150122,0.14857295358678252,-0.14701554793193203,-0.20462995800502726,0.027976054079973157,-0.009366414265830724,-0.10487387313582767,0.006141395420040244,-0.0540795191105161,-0.1562801868112276,-0.002136180084073593,0.1267725645606888,-0.013065615649065292,0.04856440318346224,0.0725957326206146,0.019990397613765656,0.28639142276453183,-0.055960985729898424,0.03171910357961878,0.05893668917587405,-0.05353212283942333,-0.009534325324783497,0.0019210081037107287,0.014766827002035545
BFTC905,-0.006384738482271386,0.09888757281867724,0.03996466741690207,0.00853108087498418,-0.25946192207512586,-0.021271377752497454,-0.08022108896849972,0.06506867344899203,-0.09608277749789922,0.09808126105087923,0.18277921693709365,0.25605941102773794,0.00927304643919155,-0.09791471210003219,-0.13733658398646673,0.032191288965830366,-0.10535650771568061,-0.030471295225095243,-0.012326746476301846,-0.19679312095015458,0.15500233814912806,-0.2928587907486431,0.03411654032736813,0.24036196160657738,0.04990378630696766,0.1200273222936339,-0.0049362089090894895,0.09268386904884392,0.04353514114013322,0.13208063495878022,-0.3035230933288517,-0.2733618418706391,0.033939072120940224
BFTC909,0.013067793780711037,-0.12996400677548317,-0.13518804261029396,-0.12373197469828033,0.1908721873487788,-0.07603999110396688,0.12463440777331146,0.06298776660896296,-0.01863621894791366,0.001678728415108191,-0.04279580450351424,-0.055705753703865324,-0.053270399021165704,-0.05303897580114979,-0.020647437437131804,0.0384980711185877,0.131339040670188,0.07903833959366299,0.03721171328544169,-0.006977595919427167,0.021610707161868574,0.0865049814159487,-0.031963356011283535,-0.14331998907551857,-0.19521759394371072,-0.12172580241730892,0.10144079564867596,-0.1470916450588132,-0.03455414912397749,-0.019865862425551314,0.07034654999540793,-0.12302714959600296,-0.018422632195698483
BHT101,-0.017925545774881695,0.2970774877698826,-0.0005453140047832566,0.04430048270422099,-0.10657435095114655,0.10021733594826228,-0.305064500218773,0.12750621152153074,0.05976979240246574,-0.12179552413966883,-0.03328990754873838,-0.1042808202115394,-0.14392984173688758,-0.01882382465858238,-0.08902549631886983,-0.10547905441490109,0.044156658771674316,-0.0772948324778966,0.17351518639811278,0.074634768905282,0.12170610540543841,0.048190054021626696,-0.05095491352359865,-0.06491928435329442,-0.02661026039943137,0.1528428397472653,-0.08762983601055366,0.09380460962094929,0.08357341825137322,-0.04678488004231081,0.02709468255061716,-0.026257782380400618,0.003920019332043588
BHY,0.00457802249038718,-0.21531575899402752,0.08910014568066102,0.09315498619521434,-0.16000981690968938,0.010467815664208232,-0.021218168142547504,-0.081051183596764,-0.09241065679679242,0.02357369625908345,-0.09342367848772157,-0.09324037854153208,-0.03847613655725488,0.10300366713225671,-0.06913169767323424,0.1457411791318025,0.12108741581552565,0.042721052290589846,0.004293454686825586,0.06422710794215253,-0.024564573953210114,-0.18705667240035867,-0.07065140472216756,-0.0386039884078431,0.05048587739416055,0.08527464387946491,0.06385935237893174,-0.016036866312210168,0.08349251605941986,0.058142463822540146,0.0396593002558851,-0.08259796246394616,0.08748583627990156
