smiles,bias,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
"C(C1=NCCN1)c1ccccc1, C(C1=NCCN1)c1ccccc1",0.03438999598230074,0.023942719829426144,0.01378462276097024,0.01496647628702558,-0.004272926364102678,0.00039794970884625343,0.0010179668500402302,-0.008585069405555274,0.009906540446248032,0.012031771182382888,-0.02148689311648439,-0.016688077807290064,-0.023118937042808266,0.023753095183116187,-0.01564529789454365,0.035786251038156705,0.04887169169309737,0.0037146780689408464,0.011146400823047005,-0.009497589879397353,0.021188246055589773,0.012328895486116891,0.038106030862352674,0.04018508797011456,0.017322611430901125,0.021911397535689596,0.0003848965748404073,0.003959103592133233,0.008093197786808271,-0.015843285445903146,-0.022675594281357847,-0.008065107894988589,-0.013409400341435352
C(C1CCNCC1)c1c[nH]cn1,0.019544162553141092,0.03908148478434356,0.00885171794709607,-0.0009407146213115005,-0.009903722791398303,0.007085527207063723,0.01162927374051533,0.0006220588893592441,0.0100382278024614,-0.014401314655782758,0.012492436607808225,0.017421662308667228,0.039617613470593796,0.014988746959035395,-0.007228673464742189,-0.022956701276165642,0.005567344282309257,-0.0011966995241300344,-0.011017916017073569,-0.02249671009504695,0.0237615091065152,-0.02147478451274037,-0.007284504222437433,-0.014431864985964644,0.0190715059328642,-0.007505229133679667,0.021841253559821805,-0.02005397310245062,0.0034099113534344513,-0.009680026492092356,0.0028736417744051105,-0.009258200873213551,-0.009697729621630643
C(C1CN2CCC1CC2)N1c2ccccc2Sc2ccccc12,0.03756984751521564,0.03375639001257659,0.00015022478827514865,-0.09767963242853979,0.0012583261931648404,-0.0057420123043626335,0.0008452944208845409,0.0102226840828201,-0.010640591734689706,0.011324218081707534,0.004354817219916792,-0.02864398889465036,-0.005796540593992692,0.0020751148495462843,0.023616012593220652,-0.01143897123417925,0.031158445133223352,0.0003844191782635315,0.049002403511924086,0.01815611265591378,-0.019506700046754324,0.0035570059060990133,-0.00646532643790767,0.01657957287016121,0.00601118702264686,0.017348538752863782,-0.018955460491593842,0.010156213402958698,0.0019430924626343401,-0.023495865419772975,0.03266415921867504,0.05442326985241236,-0.002099679213612694
"C(CCc1ccccc1)CN1CCC(CC1)c1ccccc1, C(CCc1ccccc1)CN1CCC(CC1)c1ccccc1",0.0144011902703224,0.02386287714511772,-0.011724575029283453,-0.03423526722751363,0.003914871816139056,0.0062028902032060535,-0.014294992091941183,-0.0032928612655024393,-0.005122597180290613,0.02697660873980009,0.006140923745147974,0.005542021902958556,-0.004441268008163722,0.002279794267294951,0.004669293876609905,-0.005738824549927225,0.03803717912632011,0.02687419508391395,-0.0017057280484709333,-0.04623091909792035,-0.02164398523442485,0.012917899671121513,0.008343624366394202,-0.014857640335325755,0.019588978193915283,-0.00985019452584744,-0.026285937272686227,-0.013200545405441829,0.004132428439453482,0.016992427662409465,-0.007057576130704137,0.009642359080329135,-0.005626074727158728
"C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COC\C=C\COCc1c2)c3, C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COC\C=C\COCc1c2)c3, C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COC\C=C\COCc1c2)c3",0.013541879658436794,-0.09525413623487786,-0.1275006851750074,-0.05312408644570777,0.16196451080468055,-0.02781055538468959,-0.033799137231294345,0.02255293576193016,-0.0968615668175915,0.03194547601537188,-0.003416807570486952,0.008502616020069841,0.05775385838905746,-0.005745390373972963,-0.018030413952324638,-0.047828534367124954,0.02441608848097251,-0.06731265874932159,-0.05082566605291224,0.13070601874413443,-0.010747469478869533,-0.031113068460366097,-0.16168670100447802,0.05873095571967861,0.1540715260564182,-0.14243288375364774,0.014826563347596945,0.03255572620720635,-0.07324650726511507,0.023405805493604225,-0.0009845282766074322,0.013198794548750645,-0.052863082666908395
C(CN1CCCCC1)Oc1cccc(c1)-c1n[nH]c2ccc(cc12)-c1ncn[nH]1,0.004163172387617068,0.023472726983480265,0.006847693846258378,-0.024467141181039334,0.004537260512140181,0.04918039466462322,-0.015070820549029525,0.04153788681281942,0.03974522158757004,-0.03596521819078346,-0.001205377796470937,0.009242459986639312,-0.013833347598717561,-0.014740801383266703,0.007433687804305876,-0.003508117600356294,-0.05974452909840047,0.01880389460015704,-0.015330216823576048,-0.010654696129050614,-0.03056012963203971,-0.00971348609713407,0.0344566956061063,-0.014323083710890958,0.04165916168430787,-0.04970842745355161,0.003236420102506896,-0.005382864412335956,-0.009517646745920314,-0.04988204954239839,-0.05831370775589536,0.015869630186261013,0.009743836425861779
C(CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1,0.023494708475970263,0.03710444504255243,-0.010903322932731304,-0.00401126109864604,-0.01444113594374897,-0.007681962427006387,-0.0019898792678553698,0.012510615537483505,0.06933179969014942,0.061663231007881916,-0.001918154842854351,0.011140375424014557,-0.01684872955556139,0.0017224603339739493,-0.02069997181762792,0.02551868007244761,-0.013634643832254077,-0.020797034237302812,0.002359433620995128,-0.02901220089094017,0.0029154936200701843,0.0015065626233978873,-0.01087197560144963,0.022987301696083717,0.029657130662419116,-0.033242659280216344,-0.0067532177243721184,-0.001319745713420656,0.01776933103937092,0.04096775836200958,-0.017315747597230674,-0.0028529704782042794,0.02163037816761488
C(CN1CCN(C\C=C\c2ccccc2)CC1)OC(c1ccccc1)c1ccccc1,-0.007737990878991429,0.0228461489213289,-0.0040352165290525495,0.044021237906267614,0.017208835294448603,0.06655016603398829,-0.004447358485797956,0.05277737545276587,0.0861373561155022,0.09743842867972587,-0.04263758538898651,-0.008706843395094895,0.005844143526107991,-0.011547403429698892,-0.03172273967774829,-0.010972903117085408,-0.04119977260108501,0.005997626272685148,-0.0033895053585407454,-0.026313687223023935,-0.04313208207198736,-0.030479048814131732,-0.006037241692824158,0.0349092791725945,-0.01588865188052819,-0.03092200644531789,-0.03506095398018415,0.016766072872084346,0.01316409254426228,0.03626568372626466,-0.012184324980671455,-0.02748134818953155,-0.0016186684480005318
C(CN1CCOCC1)Cc1ccc(COc2ccccc2)cc1,0.029101066864291994,0.02887359540175276,-0.013454468690996963,-0.010296406772384373,-0.020884680588810912,-0.014180714272186631,0.023647120851559063,0.01581050852553321,0.014175381781406876,0.02441861075104808,0.004532930069804497,0.006476810540201052,-0.02972508045410669,0.002511156496149858,0.012910856860246593,0.013029997237833739,-0.003722426606558078,0.009304351691963251,0.000769144376972032,-0.05519441720103764,-0.003106234593364429,-0.000834956637261631,0.032805452667508866,-0.012914943812430486,0.043593514141080314,0.007762280758890981,-0.005097791666695818,-0.010826029805549746,-0.019341267461009882,-0.028084545885321943,0.023661881940734174,0.018370680229723893,0.03043193746224993
C(CN1CCOCC1)Nc1cc2CCCc3ccccc3-c2nn1,0.019152429273971452,0.017204221502221128,0.003196638095029899,0.03479703791173705,-0.0257847633438096,0.002694515487692163,0.0023280252898192615,-0.009565191472880201,-0.012382122908481166,-0.012055619502602501,-0.005984436270864629,0.011816132760713832,-0.010390509742084494,-0.008236451277051537,0.03648103554048285,0.014826152955196363,-0.04949575272029212,-0.021132537262985536,-0.01665868992851897,0.02208006154705734,0.034773026273517756,-0.010291392412110606,0.009723399306554002,-0.02891239148018651,0.05604842552347367,0.039697288601504864,0.0018474398542449278,0.005086441048661912,-0.0022726217253622306,-0.014985150404857593,0.0002572779036144455,0.0041649249888407154,-0.003432501846116049
C(CN1CCOCC1)Oc1ccc2c(ccnc2c1)-c1c(nn2CCCc12)-c1ccccn1,-0.0241272733400936,-0.007365845436630669,0.062413189558144525,-0.02606296858091241,-0.012594960568312758,0.03762563927100194,0.021941474287047673,-0.031573064735271376,-0.018767568425795383,-0.0529711671085209,-0.017806794874099183,-0.042793744041858664,-0.002642660646426032,-0.04743529370138292,0.014476066713454902,-0.014859638113692527,-0.04207884445173601,-0.008872743276859033,-0.07495133695666836,0.0393805046244171,-0.018134681489206023,0.018187803885136494,-0.05683417036790729,-0.06210551208992722,0.03601914830681447,0.0151223424282999,-0.0041268693848789655,-0.05027087342265074,-0.020789475273080886,0.010867542440596544,0.029245261398510452,0.011027675939248778,0.0033989146657247902
"C(CNC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1, C(CNC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1",0.017054397891168867,0.03306073932305407,0.012557780040105595,-0.0666672408888172,-0.012704626012137519,0.015004682112782258,-0.0038858422853290933,0.011001986392259556,0.01415516452977766,-0.010674977781874592,0.008007007630272286,0.030846434902927117,0.02683048262892093,-0.03506931004291318,-0.00256642679733903,0.024472412924637903,-0.016240767865216343,-0.017499136260106057,0.0032531105768830444,0.0054352519194818885,0.00716983240740833,-0.016316621761754194,-0.022922260664151133,-0.0034726222575532503,-0.011052833540791443,-0.02166297402224331,-0.00016777053803822167,-0.01854843400772773,-0.0008522124273058728,0.03112377302395403,-0.038542855943586314,0.025396917755840975,0.012264770196026944
C(CNc1nc2ccccc2s1)COc1cccc(CN2CCCCC2)c1,0.03310599311022027,-0.0531539938545531,-0.10499605982157163,-0.11722329743940642,-0.017468234160850894,-0.07538192338646893,-0.026973765331667787,0.05156259461136103,0.02337705408924487,0.0023619970228289824,0.05806223118675719,-0.10144234643400586,0.03159149378082991,0.006020735795930143,-0.026163878480173628,0.034543758188581346,0.04649772276126035,-0.002786628370391844,0.0025404413587981367,0.02406449205083584,0.041100803567529196,-0.0028383946875119056,-0.03818305967621173,0.06744261501666943,0.06874982439524535,0.06805412396400255,0.008391796419758684,0.024723978926507875,0.029824769166369218,-0.0051378711484488145,-0.020310418321688235,0.011187205046833373,-0.015633273100282556
"C(COCc1ccccc1)Cc1cnc[nH]1, C(COCc1ccccc1)Cc1cnc[nH]1",0.012243379275868061,0.041517499972870596,0.028186982950100914,-0.07501346191243824,-0.037609627001413966,0.006302849636283131,-0.012024530830401746,0.03563071732816253,0.0276009865361087,0.02312172633820051,0.030803467857938107,0.060830614048636725,0.044605797422485764,-0.026713028495614563,0.006375266674263029,-0.006215247297987245,-0.06792386146252664,-0.044472983911133995,-0.02525521258209346,-0.015183435385804949,0.02351665545085355,0.0036712040603671895,0.018988627501734922,0.020964286108416035,0.012769649489158047,-0.032364371829282756,0.04249623989503649,0.03821066100250677,0.052580819219045116,-0.057423183034882024,-0.06046749376425309,0.0019154894596702244,0.01190640385739018
"C(COc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1, C(COc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1",0.011363381536893253,0.04359437660020492,0.00988239533413373,0.002597418355376421,-0.001661549760812232,0.014797295270293912,-0.007530457126158694,-0.030644229437841848,-0.005366055816183591,0.0071604353407746435,0.03380639581748582,-0.013506674594952715,-0.009366376170544097,-0.011261674815570069,-0.0052197912856439535,0.01630790144634312,-0.018904855067863435,0.040851504870048315,0.00034938908035469433,-0.04836907042323886,-0.037980545306350186,0.007424033193300807,-0.01980315440793841,0.0320071291348464,0.013527739787895949,0.03568420979753755,-0.026460988493612846,-0.03437103060446544,-0.026303364537982356,0.05404722783753716,-0.012844425916043055,0.019398497165124554,-0.022810971739526332
"C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1, C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1",-0.07686908496061602,-0.21074885662231518,-0.13214861303647565,0.0061938730665046585,0.03338822971708696,-0.0016760946454537212,-0.01617081070482701,0.14805410571456074,0.010277175743927103,0.11439830411326306,0.003371347129337123,-0.09477674164164106,0.0015254697049077086,0.05082269727431986,-0.08927744009887077,0.05507303551485326,0.034977561548260254,0.05016130311582575,-0.06801137206594436,-0.11109211105626622,0.07889273921259043,-0.024713028715335452,-0.038459697762678366,0.028312081746316463,0.02931780274772631,0.1275408246460145,-0.003758668356532713,-0.029593488186922694,0.010505137776373265,-0.06182999425074393,-0.09534078865230737,0.19190406214521624,-0.081931279262732
"C(Cc1ccc2OCOc2c1)N1CCC[C@H](C1)OC(c1ccccc1)c1ccccc1, C(Cc1ccc2OCOc2c1)N1CCC[C@H](C1)OC(c1ccccc1)c1ccccc1",0.03996577022115131,0.031180871404901382,-0.011648961339681362,0.017017297157213555,-0.0072367872719246995,-0.01288030254418917,0.02325621888721996,0.0009545614838604901,-0.020791264778594123,-0.0068706987832450935,0.03624031143056725,0.0032821343653311173,-0.03525413261991664,-0.024202417615727858,0.005438396602905996,0.012732537822969403,0.050280532477994355,0.027686077596922293,0.03997485331080425,0.004446174706460993,0.0050260025246190105,0.014827647241268126,-0.007852368418852255,0.013060479194215354,0.007745751122068279,-0.0021129765020241886,-0.015704272370747525,-0.005564324607768609,0.007738915562849072,-0.0043652217297740934,-0.02403623201507974,0.004358546566677262,-0.007767387666583782
"C(N(Cc1ccccc1)c1ccccc1)C1=NCCN1, C(N(Cc1ccccc1)c1ccccc1)C1=NCCN1, C(N(Cc1ccccc1)c1ccccc1)C1=NCCN1",0.016543012868518146,0.0088431405082191,0.00516421439444889,-0.005382800787602186,-0.013997309030332979,-0.007874948156425792,-0.0114260553551575,0.011453819242521401,0.020208883005456365,0.016957984912059767,-0.05537910269178362,0.003276675272838255,0.022716861539692608,0.010215333607565229,0.012567294115835402,-0.011822865908576034,-0.016785159333399503,-0.026658768414120744,0.013266765591028976,-0.04177111052661959,0.028825248290529282,-0.045166386556123796,-0.025161159406931716,0.0002928072242709594,-0.0006235066432210418,-0.013981094208359983,-0.020918039349927052,-0.0023022709494930405,0.007218283083244827,0.02841506516669748,0.013648356767379828,0.017431734328259802,0.049635684431562764
