smiles,bias,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
", CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC",0.008459906175475112,0.01963067886510494,0.005914480095118164,0.018701593881111766,0.01402033481998916,0.013134164163590588,0.0024417897191742945,-0.00426455431687868,-0.024363185779096314,-0.013781143041792704,-0.0002680742189472282,-0.018102732196774905,-0.0044653286146767324,0.005621524628665045,0.017999073587049944,0.04174923524113076,0.012435810688852095,0.012061515704239216,0.014604134822909492,0.033289254230656706,0.02823796003098687,0.025764674337709903,-0.015072577046222472,-0.013366770819323201,0.01823567121602409,0.014513858255743665,-0.013597288216385964,0.024006133581218683,0.003298452141644625,0.002923650470182155,-0.008609319473113369,0.002470271720957813,0.004226191171960155
", NCC=C.ClCC1CO1",0.03531933752445971,0.02898540498258733,-0.0027305582579360294,0.06717154825801751,-0.0030059679279000355,-0.009680605751669236,0.024510670443688008,-0.03472591901565017,0.04268717530610859,0.006135595719127425,-0.00034579460614043045,-0.013504704942669343,-0.022614195521190476,-0.008096797390267477,-0.022028806004749393,0.00013115560070994423,-0.009745689088427087,-0.00533636282036426,-0.015753944237455787,-0.009533307683189378,0.0048329488785139665,0.01442229514847066,0.041242355400494174,0.004976188805378539,0.03149092687853641,0.009517903639147354,-0.03309350499151119,0.029416421257827476,-0.00781096023358833,-0.019690192870157247,0.051133276088707914,0.025347279024125778,-0.0005438061361839564
"Brc1c(Br)c(Br)c2[nH]nnc2c1Br, Brc1c(Br)c(Br)c2[nH]nnc2c1Br",0.0265544042491446,0.03607631036609875,0.011781377894997561,-0.024645888770551762,-0.007523519690574224,-0.021931833104450266,0.00024866701720473253,-0.007088799954658548,0.015126687581731718,0.03237761804141234,0.008900064486498568,-0.0017741308668946143,0.011747899515543664,0.04358611596903722,0.003442759661498415,-0.01507608208847689,0.012255344712150416,0.014558313338907664,0.01740293626159771,-0.017409745975886216,0.03195662304181138,0.0031215766968041778,0.02062819527470148,0.006616816108877779,0.014865058691754784,0.00247449309947327,0.03494909409439572,-0.033656092403551954,0.031064510796942117,-0.016215667372814307,-0.008582109338107885,-0.03948495082350751,-0.043381480839356966
"Brc1c(NC2=NCCN2)ccc2nccnc12, Brc1c(NC2=NCCN2)ccc2nccnc12, Brc1c(NC2=NCCN2)ccc2nccnc12, Brc1c(NC2=NCCN2)ccc2nccnc12, Brc1c(NC2=NCCN2)ccc2nccnc12",0.036291464815677785,0.033774792209789926,0.007419309890957652,-0.027696219310743453,-0.01338275276900881,0.006441284050586971,-0.006888525882290764,-0.004032182498500481,0.06249408265711399,0.0036409840622388767,0.03817463143492411,0.03509318900096624,0.04538145823488661,-0.02631428234940599,-0.02788577600611122,-0.03555149858317304,0.012919824469911252,-0.009260612288211236,-0.00317574138829108,-0.026041175095398546,-0.008910303995383317,0.0036869755500691186,0.014553373310069468,-0.003545515129841911,-0.018928433315285025,-0.0187778162090464,-0.004568052144516541,-0.001108142660498547,0.01994819041540705,0.023121435013086243,-0.02600507210799623,0.024457109452943757,-0.0035180837986274875
Brc1cc2OCOc2cc1[C@H]1Nc2ccccc2[C@H]2C=CC[C@@H]12.Brc1cc2OCOc2cc1[C@@H]1Nc2ccccc2[C@@H]2C=CC[C@H]12,0.013783561432243536,0.03785017104808676,0.015260179030044141,-0.01736570315963513,-0.004096100033533398,0.008203901496962636,-0.030883525918078667,-0.012657644752680136,0.008179460197729835,-0.010008668874196727,-0.014893301821611719,-0.011203295310903279,0.03063222588525678,-0.024318408117289064,0.011285760096669331,-0.03283658822807836,0.01976518644057954,-0.012300223781487086,0.014764139832456048,-0.014612018507083071,-0.015895836581397937,0.0021814100562546255,-0.04121816469531825,0.026611933504271976,-0.02222629263818009,-0.0037340459386335,-0.03333774579218708,0.03440192211115375,-0.02299588962211506,0.03794067247656842,-0.03057626751470485,-0.011814634236863008,0.017622099806323177
"Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1, Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1, Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1",-0.00900097146021095,-0.15746768544553638,-0.08874354965321368,0.04343154560443448,0.1044577311297943,-0.07217254802002562,0.029440344052190173,0.015015037900825198,-0.020124838227712365,-0.06128109503793072,0.04834259255273097,0.026066359100303894,-0.011273319981513829,0.09296719881775356,-0.0056857845728281705,-0.05734952855004772,0.005969669011335357,-0.0016556920353719088,0.01684633486119865,-0.0016214860914182392,0.05328696346580734,-0.047278968495309964,0.030126290457436228,0.031026346260582087,-0.10054169268612474,-0.0466024057823718,0.09215050603305851,0.03425904945841804,0.022678464966983686,-0.02246518676130753,0.0010864347608383993,0.04490926713143039,0.03363018790370784
"Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1, Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1, Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1",0.023997058900258893,0.009154134632336173,-0.009359154834237831,0.043012692613545796,-0.005864099691906793,-0.010067289305846508,0.005796344818358586,0.03161260490943928,0.05552290933674829,0.034131350481539174,0.0053536990945691094,-0.014703100223003725,-0.0059142653423420325,-0.01806088551600376,-0.01074301351552481,0.012240667796387416,-0.015082624994940917,0.00019624087279507198,-0.007749141814462497,-0.003815531882589819,0.009924796486250281,0.01296458961824049,-0.010813187007429309,0.05141028468883877,0.031548094068773645,-0.017421556738051708,-0.02112008112659153,0.028740083690801048,-0.004826677466699499,0.04657605695013943,0.02442654189057518,-0.02411398063607602,-0.0298052319182924
"Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1, Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1",0.025674042118838898,-0.009851595518855082,-0.0061529710182368705,-0.048888937560794155,0.0032669474277007217,0.01213538519310046,-0.012160358551582403,0.033327872017545446,-0.04592815807241343,0.05849086792707721,-0.023308340197381205,0.055147287979674914,0.03328920645922955,0.003846706778609314,0.015542438906421518,-0.013721639066708273,-0.005804661461693723,0.017708510952590725,-0.046640558906100395,-0.014659653252725313,0.043478124511479824,0.026884670324460402,-0.05952991711199323,-0.005515859287070741,0.04870901533138756,-0.0015169293480879762,0.050038964165161695,0.03241192487007609,0.05042913758043133,-0.018077947268571863,0.10633470204342925,-0.0715985903611204,-0.012449545333148855
Brc1ccc2[nH]c-3c(CC(=O)Nc4cccnc-34)c2c1,0.021159095415162196,-0.004157630420161875,-0.0034722057496307324,0.036861507022478104,-0.011667693391329476,-0.03806821203538063,-0.01667915408706679,-0.006619437773199751,-0.018018239606677304,0.08661770541353833,-0.009644652577674108,0.08321027470216454,0.0940724676177515,0.00639312407375807,-0.0445687245135418,-0.0538817550861495,0.02367985686160447,0.035056867840568245,-0.02830935992139395,0.07499167324329287,0.07642705616316031,0.053683484842381744,-0.006404885361139942,0.009735725274656845,0.049991030761318916,0.020182768101708465,0.07959394904309686,0.03222065321003624,0.0529496199836517,-0.022217716847040145,0.10146210599569877,-0.08586568303372481,-0.051417773624141155
Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,0.011795547524953423,0.030566921710309086,-0.027701309169798738,-0.09300993046314085,0.26538024170514285,0.31084003821679673,-0.07342998527505608,-0.08477610532339493,-0.03320404355383477,-0.01170030405151843,-0.034638605777431136,0.0047891958189130975,-0.04711037431610529,-0.018050231171550093,0.017593556551963502,-0.07447629721282048,0.045707544772727815,0.11796868983525319,-0.1361214232031735,-0.0473237642159003,0.10511673015025927,-0.02085209315527827,0.08049303238963762,0.013229094091936877,-0.08649442630729574,0.05350421817898888,-0.0718691306629387,0.062128744061176126,0.02964266709030114,0.041201245296163994,-0.024766415320963027,-0.0033895846223289863,-0.05349012621644795
"Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21, Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21",0.03136301266290885,0.01319052196654773,-0.043735611146853946,0.03067383651590875,0.016777722818781357,-0.01948164890424327,-0.04625066567528099,-0.018831823679747454,0.02066713071244578,0.061043954122159884,-0.02190231774116609,0.07078529578421126,0.018732277094945397,0.024488701727749702,-0.03337754678993407,-0.02610597973597915,0.024663704324256568,0.006670915109955635,-0.059551253512253925,-0.03331258630559297,0.04295906380610666,-0.02351934921063683,-0.004413443732588831,0.0382407307774602,-0.0036374853233033444,-0.03241743925369819,0.06747120458631939,0.021800113829480598,0.01721494078743048,-0.0691690878619718,0.031121603744325127,-0.0773507910628126,-0.035224766764399944
Brc1cnc(Nc2cccc(NC(=O)N3CCCC3)c2)nc1NCCc1c[nH]cn1,0.0194385721971444,-0.17190201811183203,-0.2726232455145345,-0.05646027253984263,-0.012453898356726058,-0.012435539846289145,-0.02288583615312676,0.10296486811080022,0.271140667095295,0.03127739135240954,0.033782461223868396,-0.16428158069175175,-0.1031217517456855,-0.0004335905873738847,0.011556124797761995,0.01491124465653524,0.01672370554568406,0.05685309938982004,0.01527692896558458,0.115538890406064,0.01369674852983159,-0.0677439923562224,0.038403459338320525,-0.03065424785573506,0.0773719168496308,-0.02799996850204184,-0.0010710325097028621,0.003974819928490347,0.014964700310659352,0.003930633097768228,-0.004049232084389981,-0.012452847886371198,-0.06019525601061404
"C#CCN[C@@H]1CCc2ccccc12, C#CCN[C@@H]1CCc2ccccc12, C#CCN[C@@H]1CCc2ccccc12, C#CCN[C@@H]1CCc2ccccc12",-0.0013605758767410725,0.04936553358491141,0.002964038139120863,0.021128544955529273,0.0025316303098763355,0.014140869545226167,0.025521572007882923,-0.027354797883258283,-0.011942696400141796,0.002453166459151555,-0.0028350184558553104,-0.018316680389080485,-0.02546230727730778,0.008035966217674016,-0.032861852071631364,-0.004794228584497105,0.003005160364344586,0.045187418902131925,-0.00785154385536964,-0.046013409971927356,-0.03558868641536042,-0.015808180606225436,-0.013860969823913414,-0.0036904881528876977,-0.003691686158187258,-0.009276227280462589,-0.007585729311802797,-0.05520754361496549,0.00663705006849767,-0.013405139136868723,-0.02009340418137029,0.010760303007946129,0.01554380434560974
C#Cc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1,-0.004677449643022722,-0.004161820946552743,0.0797678452260418,-0.0530385203981018,0.1257990644357444,0.17606851795867864,-0.026033741327230433,-0.0385410305289237,-0.04359147619171978,-0.0051781874381007335,-0.07191079105641261,-0.0672038647409041,-0.02509897167780608,0.023602909269830642,0.03535897299928738,-0.01446603903291854,-0.029777962501594372,0.020605274774763555,-0.08353870368790267,-0.0008812064225780285,0.04217753364718422,0.011401749596884773,0.03898972797689345,-0.014178240593107929,-0.01711010679185853,0.030403421620039693,-0.0611013955036237,0.10285026517451101,0.042802942403796916,-0.0836109669693561,-0.012375705636486522,-0.010770090688569024,-0.03438302996500013
C(C#CCN1CCCC1)N1CCCC1,0.029775381317355586,0.03847836957854135,0.006406235696182705,0.0030252153230533197,-0.013668151102455383,-0.006711656701446415,0.0005923364121450922,0.0064856213764969166,0.017427726289319732,0.000167427678436771,0.012621269394715976,-0.006313843131032513,-0.020495933021841252,0.0026400490360854105,0.008190165619676724,0.004139706838927195,0.03503594923306929,0.034026476342302665,0.013416909607962105,-0.0356840908344849,-0.050767846014435715,-0.035204618764402514,-0.031058127867203376,-0.023428800790142045,-0.003631402291669278,0.011356614251463818,-0.027385176556032915,-0.02284818316792155,-0.0308820340266299,0.06490385365669003,0.022425481120944276,0.006364906670893207,-0.00227589299217788
C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,0.008663480437976925,0.024099827680060887,0.01822521763139721,0.0015018155462027895,0.01664443979671968,0.031305883598976195,-0.032329083625466055,0.0288804601225969,-0.048751919476578295,-0.02471163210791242,-0.01745624504766527,-0.019488204746634295,-0.008753168942492456,-0.00542434697169322,-0.02115790484291351,0.038320229905117534,-0.06880126361919503,0.0073307747707154515,0.0016884671338056438,0.04372297960856008,-0.02933402724503348,0.06428844520176136,-0.016420468509087564,-0.05392616370669885,0.0671200254250091,0.01320711267823716,0.021209126023349633,0.06159037016166016,0.0012422304131225023,-0.0005257908978962553,0.01602391273868195,0.0067309139219285,0.013783129522612028
C(C(N1CCCCC1)c1ccccc1)c1ccccc1,0.0004371411660557728,0.044370467998438426,-0.0016649821205579592,0.017221396149274242,-0.006783581287770384,-0.004765577173162096,-0.004581243844619576,-0.011229169227881648,0.0041696393153583,-0.004612833659745357,-0.00692154117632391,-0.009565787397843367,-0.03313315233848057,-0.008387029540627384,0.008145707861048228,0.01729266836367033,0.023645641987118243,0.0267070439001398,-0.03146765299576797,-0.025086870695134527,-0.013849227852512705,-0.003126404845237812,-0.00504886771532798,0.023979492211164286,-0.01348605416380123,-0.03621399534966489,0.02396860054916458,-0.03247479443636041,0.0025495520545612276,0.018731144769277962,-0.028453396650196392,-0.019211717897436493,-0.027516673073875605
"C(C1=NCCN1)c1cccc2ccccc12, C(C1=NCCN1)c1cccc2ccccc12",0.021098646863437702,0.04022164002922221,0.004824264300700337,-0.027892538858485093,-0.03136531424448563,0.03702061143621001,0.01672632544656781,0.002642090244744947,0.008315196445769007,0.006551412217246745,0.009153852377163983,-0.020916692369518684,0.023624899068846874,-0.029721232927973452,0.012218362772514577,-0.03671550800885833,0.00016944239513563348,0.024267899328626392,-0.007732991979995436,0.02464438607697015,-0.042269779716044516,0.021330198557411962,-0.023332447527023556,-0.0061816593693843356,-0.010418926643550198,0.0181280646141464,-0.010354806080351761,0.0405896965273001,0.0259225762590289,0.009806880549436053,-0.0035687845293771586,0.0035080639828526604,-0.01830615540050845
